old_id,proposed_native,disposition,needs_master_dd,basis,label_it,tier,category,effect_kind,status,amount,trigger,prov_code,in_biome_pools
ancestor_insediamento_bonus_ben_riposato_ne_09,bonus_ben_riposato,DEDUP_KEEP,True,identico ad altri 1 (mechanics uguali),Bonus Ben Riposato,T1,neurologico,damage_reduction,,1,action_type=passive,NE 09,False
ancestor_insediamento_bonus_ben_riposato_ne_09_2,bonus_ben_riposato__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Bonus Ben Riposato,T1,neurologico,damage_reduction,,1,action_type=passive,NE 09-2,False
ancestor_insediamento_costruzione_ne_01,costruzione,AUTO_UNIQUE,False,candidato unico,Costruzione,T1,neurologico,damage_reduction,,1,action_type=passive,NE 01,True
ancestor_insediamento_efficienza_di_costruzione_ne_02,efficienza_di_costruzione,AUTO_UNIQUE,False,candidato unico,Efficienza di Costruzione,T1,neurologico,damage_reduction,,1,action_type=passive,NE 02,True
ancestor_insediamento_recupero_del_sonno_ne_08,recupero_del_sonno,AUTO_UNIQUE,False,candidato unico,Recupero del Sonno,T1,neurologico,damage_reduction,,1,action_type=passive,NE 08,False
ancestor_insediamento_sonno_efficienza_curativa_bb_ne_01,sonno_efficienza_curativa,DEDUP_KEEP,True,identico ad altri 2 (mechanics uguali),Sonno - Efficienza Curativa,T2,neurologico,damage_reduction,,2,action_type=passive,BB NE 01,False
ancestor_insediamento_sonno_efficienza_curativa_bb_ne_01_2,sonno_efficienza_curativa__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Sonno - Efficienza Curativa,T2,neurologico,damage_reduction,,2,action_type=passive,BB NE 01-2,False
ancestor_insediamento_sonno_efficienza_curativa_bb_ne_01_3,sonno_efficienza_curativa__retire2,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Sonno - Efficienza Curativa,T2,neurologico,damage_reduction,,2,action_type=passive,BB NE 01-3,False
ancestor_insediamento_sonno_profondo_ne_06,sonno_profondo,DEDUP_KEEP,True,identico ad altri 1 (mechanics uguali),Sonno Profondo,T1,neurologico,damage_reduction,,1,action_type=passive,NE 06,False
ancestor_insediamento_sonno_profondo_ne_07,sonno_profondo__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Sonno Profondo,T1,neurologico,damage_reduction,,1,action_type=passive,NE 07,False
ancestor_intelligenza_memoria_a_lungo_termine_bb_in_01,memoria_a_lungo_termine,DEDUP_KEEP,True,identico ad altri 1 (mechanics uguali),Memoria a Lungo Termine,T2,neurologico,apply_status,focused,,action_type=attack;on_result=miss,BB IN 01,False
ancestor_intelligenza_memoria_a_lungo_termine_bb_in_01_2,memoria_a_lungo_termine__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Memoria a Lungo Termine,T2,neurologico,apply_status,focused,,action_type=attack;on_result=miss,BB IN 01-2,False
ancestor_intelligenza_memoria_in_01,memoria,AUTO_UNIQUE,False,candidato unico,Memoria,T1,neurologico,apply_status,focused,,action_type=attack;on_result=miss,IN 01,False
ancestor_intelligenza_orientamento_bb_in_05,orientamento_attack_apply_status,DISAMBIGUATED,True,"differisce per action_type,kind -> discriminator placeholder",Orientamento,T2,neurologico,apply_status,focused,,action_type=attack;on_result=miss,BB IN 05,False
ancestor_intelligenza_orientamento_bb_in_05_2,orientamento_attack_apply_status_2,DISAMBIGUATED,True,"differisce per action_type,kind -> discriminator placeholder",Orientamento,T2,neurologico,apply_status,focused,,action_type=attack;on_result=miss,BB IN 05-2,False
ancestor_intelligenza_orientamento_nello_spazio_bb_in_03,orientamento_nello_spazio,DEDUP_KEEP,True,identico ad altri 1 (mechanics uguali),Orientamento nello Spazio,T2,neurologico,apply_status,focused,,action_type=attack;on_result=miss,BB IN 03,False
ancestor_intelligenza_orientamento_nello_spazio_bb_in_03_2,orientamento_nello_spazio__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Orientamento nello Spazio,T2,neurologico,apply_status,focused,,action_type=attack;on_result=miss,BB IN 03-2,False
ancestor_intelligenza_percezione_spaziale_an_01,percezione_spaziale,DEDUP_KEEP,True,identico ad altri 2 (mechanics uguali),Percezione Spaziale,T1,neurologico,apply_status,focused,,action_type=attack;on_result=miss,AN 01,True
ancestor_intelligenza_percezione_spaziale_an_03,percezione_spaziale__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Percezione Spaziale,T1,neurologico,apply_status,focused,,action_type=attack;on_result=miss,AN 03,False
ancestor_intelligenza_percezione_spaziale_an_04,percezione_spaziale__retire2,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Percezione Spaziale,T1,neurologico,apply_status,focused,,action_type=attack;on_result=miss,AN 04,False
ancestor_intelligenza_riconoscimento_delle_forme_an_05,riconoscimento_delle_forme,DEDUP_KEEP,True,identico ad altri 2 (mechanics uguali),Riconoscimento delle Forme,T1,neurologico,apply_status,focused,,action_type=attack;on_result=miss,AN 05,False
ancestor_intelligenza_riconoscimento_delle_forme_an_06,riconoscimento_delle_forme__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Riconoscimento delle Forme,T1,neurologico,apply_status,focused,,action_type=attack;on_result=miss,AN 06,False
ancestor_intelligenza_riconoscimento_delle_forme_an_07,riconoscimento_delle_forme__retire2,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Riconoscimento delle Forme,T1,neurologico,apply_status,focused,,action_type=attack;on_result=miss,AN 07,False
ancestor_intelligenza_velocita_di_valutazione_an_02,velocita_di_valutazione,AUTO_UNIQUE,False,candidato unico,Velocita' di Valutazione,T1,neurologico,apply_status,focused,,action_type=attack;on_result=miss,AN 02,True
ancestor_medicina_preventiva_analgesia_si_01,analgesia,AUTO_UNIQUE,False,candidato unico,Analgesia,T1,neurologico,damage_reduction,,1,action_type=passive,SI 01,False
ancestor_medicina_preventiva_efficienza_della_coagulazione_esterna_sb_02,efficienza_della_coagulazione_esterna,DEDUP_KEEP,True,identico ad altri 1 (mechanics uguali),Efficienza della Coagulazione Esterna,T1,neurologico,damage_reduction,,1,action_type=passive,SB 02,True
ancestor_medicina_preventiva_efficienza_della_coagulazione_esterna_sb_03,efficienza_della_coagulazione_esterna__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Efficienza della Coagulazione Esterna,T1,neurologico,damage_reduction,,1,action_type=passive,SB 03,False
ancestor_medicina_preventiva_efficienza_delle_endorfine_bb_si_01,efficienza_delle_endorfine,DEDUP_KEEP,True,identico ad altri 1 (mechanics uguali),Efficienza delle Endorfine,T2,neurologico,damage_reduction,,2,action_type=passive,BB SI 01,False
ancestor_medicina_preventiva_efficienza_delle_endorfine_bb_si_02,efficienza_delle_endorfine__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Efficienza delle Endorfine,T2,neurologico,damage_reduction,,2,action_type=passive,BB SI 02,False
ancestor_medicina_preventiva_efficienza_vitamina_k_bb_sb_01,efficienza_vitamina_k,DEDUP_KEEP,True,identico ad altri 1 (mechanics uguali),Efficienza Vitamina K,T2,neurologico,damage_reduction,,2,action_type=passive,BB SB 01,False
ancestor_medicina_preventiva_efficienza_vitamina_k_bb_sb_02,efficienza_vitamina_k__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Efficienza Vitamina K,T2,neurologico,damage_reduction,,2,action_type=passive,BB SB 02,False
ancestor_medicina_preventiva_immunita_alle_tossine_st_01,immunita_alle_tossine,AUTO_UNIQUE,False,candidato unico,Immunita' alle Tossine,T1,neurologico,damage_reduction,,1,action_type=passive,ST 01,False
ancestor_medicina_preventiva_metabolismo_xenobiotico_bb_st_03,metabolismo_xenobiotico_damage_reduction,DISAMBIGUATED,True,"differisce per kind,stato,turns -> discriminator placeholder",Metabolismo Xenobiotico,T2,neurologico,damage_reduction,,2,action_type=passive,BB ST 03,False
ancestor_medicina_preventiva_metabolismo_xenobiotico_bb_st_04,metabolismo_xenobiotico_damage_reduction_2,DISAMBIGUATED,True,"differisce per kind,stato,turns -> discriminator placeholder",Metabolismo Xenobiotico,T2,neurologico,damage_reduction,,2,action_type=passive,BB ST 04,False
ancestor_medicina_preventiva_prevenzione_del_trauma_si_02,prevenzione_del_trauma,DEDUP_KEEP,True,identico ad altri 2 (mechanics uguali),Prevenzione del Trauma,T1,neurologico,damage_reduction,,1,action_type=passive,SI 02,False
ancestor_medicina_preventiva_prevenzione_del_trauma_si_03,prevenzione_del_trauma__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Prevenzione del Trauma,T1,neurologico,damage_reduction,,1,action_type=passive,SI 03,False
ancestor_medicina_preventiva_prevenzione_del_trauma_si_04,prevenzione_del_trauma__retire2,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Prevenzione del Trauma,T1,neurologico,damage_reduction,,1,action_type=passive,SI 04,False
ancestor_medicina_preventiva_prevenzione_delle_lacerazioni_sb_01,prevenzione_delle_lacerazioni,AUTO_UNIQUE,False,candidato unico,Prevenzione delle Lacerazioni,T1,neurologico,damage_reduction,,1,action_type=passive,SB 01,True
ancestor_medicina_preventiva_resistenza_al_sanguinamento_sb_04,resistenza_al_sanguinamento,DEDUP_KEEP,True,identico ad altri 1 (mechanics uguali),Resistenza al Sanguinamento,T1,neurologico,damage_reduction,,1,action_type=passive,SB 04,False
ancestor_medicina_preventiva_resistenza_al_sanguinamento_sb_05,resistenza_al_sanguinamento__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Resistenza al Sanguinamento,T1,neurologico,damage_reduction,,1,action_type=passive,SB 05,False
ancestor_medicina_preventiva_resistenza_al_trauma_si_05,resistenza_al_trauma,DEDUP_KEEP,True,identico ad altri 1 (mechanics uguali),Resistenza al Trauma,T1,neurologico,damage_reduction,,1,action_type=passive,SI 05,False
ancestor_medicina_preventiva_resistenza_al_trauma_si_06,resistenza_al_trauma__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Resistenza al Trauma,T1,neurologico,damage_reduction,,1,action_type=passive,SI 06,False
ancestor_medicina_preventiva_resistenza_al_veleno_st_05,resistenza_al_veleno,DEDUP_KEEP,True,identico ad altri 1 (mechanics uguali),Resistenza al Veleno,T1,neurologico,damage_reduction,,1,action_type=passive,ST 05,False
ancestor_medicina_preventiva_resistenza_al_veleno_st_06,resistenza_al_veleno__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Resistenza al Veleno,T1,neurologico,damage_reduction,,1,action_type=passive,ST 06,False
ancestor_medicina_preventiva_resistenza_all_avvelenamento_da_cibo_st_10,resistenza_all_avvelenamento_da_cibo,DEDUP_KEEP,True,identico ad altri 1 (mechanics uguali),Resistenza all'Avvelenamento da Cibo,T1,neurologico,damage_reduction,,1,action_type=passive,ST 10,False
ancestor_medicina_preventiva_resistenza_all_avvelenamento_da_cibo_st_11,resistenza_all_avvelenamento_da_cibo__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Resistenza all'Avvelenamento da Cibo,T1,neurologico,damage_reduction,,1,action_type=passive,ST 11,False
ancestor_medicina_preventiva_resistenza_xenobiotica_bb_st_01,resistenza_xenobiotica,DEDUP_KEEP,True,identico ad altri 1 (mechanics uguali),Resistenza Xenobiotica,T2,neurologico,damage_reduction,,2,action_type=passive,BB ST 01,False
ancestor_medicina_preventiva_resistenza_xenobiotica_bb_st_02,resistenza_xenobiotica__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Resistenza Xenobiotica,T2,neurologico,damage_reduction,,2,action_type=passive,BB ST 02,False
ancestor_medicina_preventiva_tolleranza_al_veleno_st_02,tolleranza_al_veleno,DEDUP_KEEP,True,identico ad altri 2 (mechanics uguali),Tolleranza al Veleno,T1,neurologico,damage_reduction,,1,action_type=passive,ST 02,False
ancestor_medicina_preventiva_tolleranza_al_veleno_st_03,tolleranza_al_veleno__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Tolleranza al Veleno,T1,neurologico,damage_reduction,,1,action_type=passive,ST 03,False
ancestor_medicina_preventiva_tolleranza_al_veleno_st_04,tolleranza_al_veleno__retire2,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Tolleranza al Veleno,T1,neurologico,damage_reduction,,1,action_type=passive,ST 04,False
ancestor_medicina_preventiva_tolleranza_all_avvelenamento_da_cibo_st_07,tolleranza_all_avvelenamento_da_cibo,DEDUP_KEEP,True,identico ad altri 2 (mechanics uguali),Tolleranza all'Avvelenamento da Cibo,T1,neurologico,damage_reduction,,1,action_type=passive,ST 07,False
ancestor_medicina_preventiva_tolleranza_all_avvelenamento_da_cibo_st_08,tolleranza_all_avvelenamento_da_cibo__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Tolleranza all'Avvelenamento da Cibo,T1,neurologico,damage_reduction,,1,action_type=passive,ST 08,False
ancestor_medicina_preventiva_tolleranza_all_avvelenamento_da_cibo_st_09,tolleranza_all_avvelenamento_da_cibo__retire2,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Tolleranza all'Avvelenamento da Cibo,T1,neurologico,damage_reduction,,1,action_type=passive,ST 09,False
ancestor_medicina_terapeutica_detossificazione_metabolica_ct_01,detossificazione_metabolica,AUTO_UNIQUE,False,candidato unico,Detossificazione Metabolica,T1,neurologico,apply_status,healing,,action_type=passive,CT 01,False
ancestor_medicina_terapeutica_efficienza_del_sollievo_dal_trauma_ci_05,efficienza_del_sollievo_dal_trauma,AUTO_UNIQUE,False,candidato unico,Efficienza del Sollievo dal Trauma,T1,neurologico,apply_status,healing,,action_type=passive,CI 05,False
ancestor_medicina_terapeutica_efficienza_della_coagulazione_interna_cb_02,efficienza_della_coagulazione_interna,DEDUP_KEEP,True,identico ad altri 1 (mechanics uguali),Efficienza della Coagulazione Interna,T1,neurologico,apply_status,healing,,action_type=passive,CB 02,False
ancestor_medicina_terapeutica_efficienza_della_coagulazione_interna_cb_03,efficienza_della_coagulazione_interna__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Efficienza della Coagulazione Interna,T1,neurologico,apply_status,healing,,action_type=passive,CB 03,False
ancestor_medicina_terapeutica_efficienza_della_detossificazione_ct_08,efficienza_della_detossificazione,AUTO_UNIQUE,False,candidato unico,Efficienza della Detossificazione,T1,neurologico,apply_status,healing,,action_type=passive,CT 08,False
ancestor_medicina_terapeutica_efficienza_idratazione_detossificazione_bb_ct_01,efficienza_idratazione_detossificazione,DEDUP_KEEP,True,identico ad altri 2 (mechanics uguali),Efficienza Idratazione-Detossificazione,T2,neurologico,apply_status,healing,,action_type=passive,BB CT 01,False
ancestor_medicina_terapeutica_efficienza_idratazione_detossificazione_bb_ct_02,efficienza_idratazione_detossificazione__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Efficienza Idratazione-Detossificazione,T2,neurologico,apply_status,healing,,action_type=passive,BB CT 02,False
ancestor_medicina_terapeutica_efficienza_idratazione_detossificazione_bb_ct_03,efficienza_idratazione_detossificazione__retire2,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Efficienza Idratazione-Detossificazione,T2,neurologico,apply_status,healing,,action_type=passive,BB CT 03,False
ancestor_medicina_terapeutica_eliminazione_del_cibo_avvelenato_ct_05,eliminazione_del_cibo_avvelenato,DEDUP_KEEP,True,identico ad altri 2 (mechanics uguali),Eliminazione del Cibo Avvelenato,T1,neurologico,apply_status,healing,,action_type=passive,CT 05,False
ancestor_medicina_terapeutica_eliminazione_del_cibo_avvelenato_ct_06,eliminazione_del_cibo_avvelenato__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Eliminazione del Cibo Avvelenato,T1,neurologico,apply_status,healing,,action_type=passive,CT 06,False
ancestor_medicina_terapeutica_eliminazione_del_cibo_avvelenato_ct_07,eliminazione_del_cibo_avvelenato__retire2,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Eliminazione del Cibo Avvelenato,T1,neurologico,apply_status,healing,,action_type=passive,CT 07,False
ancestor_medicina_terapeutica_eliminazione_del_veleno_ct_02,eliminazione_del_veleno,DEDUP_KEEP,True,identico ad altri 2 (mechanics uguali),Eliminazione del Veleno,T1,neurologico,apply_status,healing,,action_type=passive,CT 02,False
ancestor_medicina_terapeutica_eliminazione_del_veleno_ct_03,eliminazione_del_veleno__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Eliminazione del Veleno,T1,neurologico,apply_status,healing,,action_type=passive,CT 03,False
ancestor_medicina_terapeutica_eliminazione_del_veleno_ct_04,eliminazione_del_veleno__retire2,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Eliminazione del Veleno,T1,neurologico,apply_status,healing,,action_type=passive,CT 04,False
ancestor_medicina_terapeutica_guarigione_delle_ferite_ci_01,guarigione_delle_ferite,AUTO_UNIQUE,False,candidato unico,Guarigione delle Ferite,T1,neurologico,apply_status,healing,,action_type=passive,CI 01,False
ancestor_medicina_terapeutica_metabolismo_xenobiotico_bb_ct_04,metabolismo_xenobiotico_apply_status_healing_2,DISAMBIGUATED,True,"differisce per kind,stato,turns -> discriminator placeholder",Metabolismo Xenobiotico,T2,neurologico,apply_status,healing,,action_type=passive,BB CT 04,False
ancestor_medicina_terapeutica_metabolismo_xenobiotico_bb_ct_05,metabolismo_xenobiotico_apply_status_healing_2_2,DISAMBIGUATED,True,"differisce per kind,stato,turns -> discriminator placeholder",Metabolismo Xenobiotico,T2,neurologico,apply_status,healing,,action_type=passive,BB CT 05,False
ancestor_medicina_terapeutica_sollievo_dal_trauma_ci_02,sollievo_dal_trauma,DEDUP_KEEP,True,identico ad altri 2 (mechanics uguali),Sollievo dal Trauma,T1,neurologico,apply_status,healing,,action_type=passive,CI 02,False
ancestor_medicina_terapeutica_sollievo_dal_trauma_ci_03,sollievo_dal_trauma__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Sollievo dal Trauma,T1,neurologico,apply_status,healing,,action_type=passive,CI 03,False
ancestor_medicina_terapeutica_sollievo_dal_trauma_ci_04,sollievo_dal_trauma__retire2,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Sollievo dal Trauma,T1,neurologico,apply_status,healing,,action_type=passive,CI 04,False
ancestor_medicina_terapeutica_tolleranza_alle_lacerazioni_cb_01,tolleranza_alle_lacerazioni,AUTO_UNIQUE,False,candidato unico,Tolleranza alle Lacerazioni,T1,neurologico,apply_status,healing,,action_type=passive,CB 01,False
ancestor_medicina_terapeutica_tolleranza_dei_nocicettori_bb_ci_01,tolleranza_dei_nocicettori,DEDUP_KEEP,True,identico ad altri 2 (mechanics uguali),Tolleranza dei Nocicettori,T2,neurologico,apply_status,healing,,action_type=passive,BB CI 01,False
ancestor_medicina_terapeutica_tolleranza_dei_nocicettori_bb_ci_02,tolleranza_dei_nocicettori__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Tolleranza dei Nocicettori,T2,neurologico,apply_status,healing,,action_type=passive,BB CI 02,False
ancestor_medicina_terapeutica_tolleranza_dei_nocicettori_bb_ci_03,tolleranza_dei_nocicettori__retire2,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Tolleranza dei Nocicettori,T2,neurologico,apply_status,healing,,action_type=passive,BB CI 03,False
ancestor_metabolismo_abilita_analettica_me_02,abilita_analettica,AUTO_UNIQUE,False,candidato unico,Abilita' Analettica,T1,neurologico,apply_status,fed,,action_type=passive,ME 02,True
ancestor_metabolismo_abilita_profilattica_me_01,abilita_profilattica,AUTO_UNIQUE,False,candidato unico,Abilita' Profilattica,T1,neurologico,apply_status,fed,,action_type=passive,ME 01,True
ancestor_metabolismo_assorbimento_dei_nutrienti_bb_me_01,assorbimento_dei_nutrienti,DEDUP_KEEP,True,identico ad altri 1 (mechanics uguali),Assorbimento dei Nutrienti,T2,neurologico,apply_status,fed,,action_type=passive,BB ME 01,False
ancestor_metabolismo_assorbimento_dei_nutrienti_bb_me_02,assorbimento_dei_nutrienti__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Assorbimento dei Nutrienti,T2,neurologico,apply_status,fed,,action_type=passive,BB ME 02,False
ancestor_motricita_abilita_motoria_ms_01,abilita_motoria,AUTO_UNIQUE,False,candidato unico,Abilita' Motoria,T1,neurologico,buff_stat,,1,action_type=movement,MS 01,True
ancestor_motricita_anabolismo_bb_wa_01,anabolismo,AUTO_UNIQUE,False,candidato unico,Anabolismo,T2,neurologico,buff_stat,,2,action_type=movement,BB WA 01,False
ancestor_motricita_anabolismo_idrico_bb_wa_05,anabolismo_idrico,DEDUP_KEEP,True,identico ad altri 1 (mechanics uguali),Anabolismo Idrico,T2,neurologico,buff_stat,,2,action_type=movement,BB WA 05,False
ancestor_motricita_anabolismo_idrico_bb_wa_09,anabolismo_idrico__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Anabolismo Idrico,T2,neurologico,buff_stat,,2,action_type=movement,BB WA 09,False
ancestor_motricita_bipedismo_bi_01,bipedismo,AUTO_UNIQUE,False,candidato unico,Bipedismo,T1,neurologico,buff_stat,,1,action_type=movement,BI 01,True
ancestor_motricita_controllo_della_stabilita_bb_wa_06,controllo_della_stabilita,DEDUP_KEEP,True,identico ad altri 1 (mechanics uguali),Controllo della Stabilita',T2,neurologico,buff_stat,,2,action_type=movement,BB WA 06,False
ancestor_motricita_controllo_della_stabilita_bb_wa_07,controllo_della_stabilita__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Controllo della Stabilita',T2,neurologico,buff_stat,,2,action_type=movement,BB WA 07,False
ancestor_motricita_equilibrio_posturale_wa_11,equilibrio_posturale,DEDUP_KEEP,True,identico ad altri 1 (mechanics uguali),Equilibrio Posturale,T1,neurologico,buff_stat,,1,action_type=movement,WA 11,False
ancestor_motricita_equilibrio_posturale_wa_12,equilibrio_posturale__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Equilibrio Posturale,T1,neurologico,buff_stat,,1,action_type=movement,WA 12,False
ancestor_motricita_equilibriocezione_wa_02,equilibriocezione,AUTO_UNIQUE,False,candidato unico,Equilibriocezione,T1,neurologico,buff_stat,,1,action_type=movement,WA 02,False
ancestor_motricita_forza_degli_arti_inferiori_bb_wa_04,forza_degli_arti_inferiori__retire2,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Forza degli Arti Inferiori,T2,neurologico,buff_stat,,2,action_type=movement,BB WA 04,False
ancestor_motricita_forza_degli_arti_superiori_bb_wa_08,forza_degli_arti_superiori,AUTO_UNIQUE,False,candidato unico,Forza degli Arti Superiori,T2,neurologico,buff_stat,,2,action_type=movement,BB WA 08,False
ancestor_motricita_orientamento_bb_wa_03,orientamento_movement_buff_stat,DISAMBIGUATED,True,"differisce per action_type,kind -> discriminator placeholder",Orientamento,T2,neurologico,buff_stat,,2,action_type=movement,BB WA 03,False
ancestor_motricita_ortostasi_contestuale_wa_01,ortostasi_contestuale,AUTO_UNIQUE,False,candidato unico,Ortostasi Contestuale,T1,neurologico,buff_stat,,1,action_type=movement,WA 01,False
ancestor_motricita_ortostasi_e_sensi_wa_00,ortostasi_e_sensi,AUTO_UNIQUE,False,candidato unico,Ortostasi e Sensi,T1,neurologico,buff_stat,,1,action_type=movement,WA 00,False
ancestor_motricita_propriocezione_wa_03,propriocezione,AUTO_UNIQUE,True,candidato unico | COLLIDE id nativo esistente,Propriocezione,T1,neurologico,buff_stat,,1,action_type=movement,WA 03,False
ancestor_motricita_risposta_acuta_allo_stress_ms_02,risposta_acuta_allo_stress,AUTO_UNIQUE,False,candidato unico,Risposta Acuta allo Stress,T1,neurologico,buff_stat,,1,action_type=movement,MS 02,False
ancestor_motricita_sistema_vestibolare_wa_05,sistema_vestibolare,AUTO_UNIQUE,False,candidato unico,Sistema Vestibolare,T1,neurologico,buff_stat,,1,action_type=movement,WA 05,False
ancestor_motricita_stabilita_medio_laterale_wa_09,stabilita_medio_laterale,AUTO_UNIQUE,False,candidato unico,Stabilita' Medio-Laterale,T1,neurologico,buff_stat,,1,action_type=movement,WA 09,False
ancestor_motricita_velocita_bb_wa_02,velocita,AUTO_UNIQUE,False,candidato unico,Velocita',T2,neurologico,buff_stat,,2,action_type=movement,BB WA 02,False
ancestor_nuoto_forza_di_bracciata_bb_sw_01,forza_di_bracciata,DEDUP_KEEP,True,identico ad altri 1 (mechanics uguali),Forza di Bracciata,T2,neurologico,buff_stat,,2,action_type=movement,BB SW 01,False
ancestor_nuoto_forza_di_bracciata_bb_sw_01_2,forza_di_bracciata__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Forza di Bracciata,T2,neurologico,buff_stat,,2,action_type=movement,BB SW 01-2,False
ancestor_nuoto_idrodinamica_sw_03,idrodinamica,AUTO_UNIQUE,False,candidato unico,Idrodinamica,T1,neurologico,buff_stat,,1,action_type=movement,SW 03,False
ancestor_nuoto_locomozione_acquatica_sw_01,locomozione_acquatica,AUTO_UNIQUE,False,candidato unico,Locomozione Acquatica,T1,neurologico,buff_stat,,1,action_type=movement,SW 01,True
ancestor_nuoto_resistenza_al_nuoto_sw_02,resistenza_al_nuoto,AUTO_UNIQUE,False,candidato unico,Resistenza al Nuoto,T1,neurologico,buff_stat,,1,action_type=movement,SW 02,True
ancestor_onnivoro_acclimatazione_ai_funghi_eumycota_om_01,acclimatazione_ai_funghi_eumycota,DEDUP_KEEP,True,identico ad altri 1 (mechanics uguali),Acclimatazione ai Funghi (Eumycota),T1,neurologico,apply_status,fed,,action_type=passive,OM 01,False
ancestor_onnivoro_acclimatazione_ai_funghi_eumycota_om_02,acclimatazione_ai_funghi_eumycota__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Acclimatazione ai Funghi (Eumycota),T1,neurologico,apply_status,fed,,action_type=passive,OM 02,False
ancestor_onnivoro_acclimatazione_al_cibo_dei_mammiferi_om_07,acclimatazione_al_cibo_dei_mammiferi,DEDUP_KEEP,True,identico ad altri 1 (mechanics uguali),Acclimatazione al Cibo dei Mammiferi,T1,neurologico,apply_status,fed,,action_type=passive,OM 07,False
ancestor_onnivoro_acclimatazione_al_cibo_dei_mammiferi_om_08,acclimatazione_al_cibo_dei_mammiferi__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Acclimatazione al Cibo dei Mammiferi,T1,neurologico,apply_status,fed,,action_type=passive,OM 08,False
ancestor_onnivoro_acclimatazione_al_cibo_oviparo_om_05,acclimatazione_al_cibo_oviparo,DEDUP_KEEP,True,identico ad altri 1 (mechanics uguali),Acclimatazione al Cibo Oviparo,T1,neurologico,apply_status,fed,,action_type=passive,OM 05,False
ancestor_onnivoro_acclimatazione_al_cibo_oviparo_om_06,acclimatazione_al_cibo_oviparo__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Acclimatazione al Cibo Oviparo,T1,neurologico,apply_status,fed,,action_type=passive,OM 06,False
ancestor_onnivoro_acclimatazione_al_cibo_zigotico_om_03,acclimatazione_al_cibo_zigotico,DEDUP_KEEP,True,identico ad altri 1 (mechanics uguali),Acclimatazione al Cibo Zigotico,T1,neurologico,apply_status,fed,,action_type=passive,OM 03,False
ancestor_onnivoro_acclimatazione_al_cibo_zigotico_om_04,acclimatazione_al_cibo_zigotico__retire1,DEDUP_RETIRE,True,duplicato meccanico: ritirare o fondere,Acclimatazione al Cibo Zigotico,T1,neurologico,apply_status,fed,,action_type=passive,OM 04,False
