old_id,disposition,new_id_or_fuse_target
ancestor_sensi_memoria_ecoica_bb_ss_01_2,DEDUP_RETIRE,memoria_ecoica
ancestor_sensi_memoria_iconica_bb_sx_01_2,DEDUP_KEEP,memoria_iconica
ancestor_sensi_memoria_iconica_bb_sx_01_4,DEDUP_RETIRE,memoria_iconica
ancestor_sensi_memoria_olfattiva_bb_sx_01,DEDUP_KEEP,memoria_olfattiva
ancestor_sensi_memoria_olfattiva_bb_sx_01_3,DEDUP_RETIRE,memoria_olfattiva
ancestor_sensi_memoria_sensoriale_sx_01,DEDUP_KEEP,memoria_sensoriale
ancestor_sensi_memoria_sensoriale_sx_02,DEDUP_RETIRE,memoria_sensoriale
ancestor_sensi_memoria_sensoriale_sx_03,DEDUP_RETIRE,memoria_sensoriale
ancestor_sensi_olfatto_so_01,AUTO,olfatto
ancestor_sensi_percezione_se_01,AUTO,percezione
ancestor_sensi_rilevamento_sonoro_ss_06,DEDUP_KEEP,rilevamento_sonoro
ancestor_sensi_rilevamento_sonoro_ss_07,DEDUP_RETIRE,rilevamento_sonoro
ancestor_sensi_rilevamento_sonoro_ss_08,DEDUP_RETIRE,rilevamento_sonoro
ancestor_sensi_velocita_di_localizzazione_sonora_ss_05,DEDUP_KEEP,velocita_di_localizzazione_sonora
ancestor_sensi_velocita_di_localizzazione_sonora_ss_09,DEDUP_RETIRE,velocita_di_localizzazione_sonora
ancestor_sensi_velocita_di_trasduzione_sensoriale_so_05,DEDUP_KEEP,velocita_di_trasduzione_sensoriale
ancestor_sensi_velocita_di_trasduzione_sensoriale_so_08,DEDUP_RETIRE,velocita_di_trasduzione_sensoriale
