source,slug,trait_code,label,tier,legacy_flag,data_origin,sinergie,env_biomes
legacy_index,giunti_antitorsione,,Giunti Antitorsione,T1,0,coverage_q4_2025,carapace_fase_variabile;mimetismo_cromatico_passivo,mangrovieto_cinetico
legacy_index,grassi_termici,,Grassi Termici,T1,1,controllo_psionico,filamenti_digestivi_compattanti;ventriglio_gastroliti,
legacy_index,gusci_criovetro,,Gusci Criovetro,T1,0,coverage_q4_2025,empatia_coordinativa;risonanza_di_branco,caldera_glaciale
legacy_index,gusci_magnesio,,Gusci Magnesio,T1,0,coverage_q4_2025,coda_frusta_cinetica;sangue_piroforico,dorsale_termale_tropicale
legacy_index,lamelle_shear,,Lamelle Shear,T1,0,coverage_q4_2025,pianificatore;tattiche_di_branco,stratosfera_tempestosa
legacy_index,lamelle_sincroniche,,Lamelle Sincroniche,T1,0,coverage_q4_2025,mucillagine_simbionte_mangrovie;nodi_micorrizici_oracolari,steppe_algoritmiche
legacy_index,lamelle_termoforetiche,,Lamelle Termoforetiche,T2,1,controllo_psionico,sangue_piroforico,sorgenti_geotermiche
legacy_index,lamine_filtranti_aeree,,Lamine Filtranti Aeree,T1,0,coverage_q4_2025,scheletro_idro_regolante;struttura_elastica_amorfa,mangrovieto_cinetico
legacy_index,lamine_scudo_silice,,Lamine Scudo Silice,T1,0,coverage_q4_2025,focus_frazionato;sinapsi_coraline_polifoniche,dorsale_termale_tropicale
legacy_index,linfa_tampone,,Linfa Tampone,T1,0,coverage_q4_2025,coda_frusta_cinetica;zampe_a_molla,foresta_acida
legacy_index,lingua_cristallina,,Lingua Cristallina,T1,0,coverage_q4_2025,carapace_fase_variabile;mimetismo_cromatico_passivo,pianura_salina_iperarida
legacy_index,lingua_tattile_trama,,Lingua Tattile Trama-Sensibile,T1,1,controllo_psionico,olfatto_risonanza_magnetica,caverna_risonante
legacy_index,luminescenza_aurorale,,Luminescenza Aurorale,T1,0,coverage_q4_2025,filamenti_digestivi_compattanti;ventriglio_gastroliti,caldera_glaciale
legacy_index,luminescenza_hydrotermica,,Luminescenza Hydrotermica,T1,0,coverage_q4_2025,empatia_coordinativa;risonanza_di_branco,abisso_vulcanico
legacy_index,mantelli_geotermici,,Mantelli Geotermici,T1,0,coverage_q4_2025,coda_frusta_cinetica;sangue_piroforico,caldera_glaciale
legacy_index,mantello_meteoritico,,Mantello Meteoritico,T3,1,pathfinder_dataset,carapace_fase_variabile;frusta_fiammeggiante,rovine_planari
legacy_index,membrane_captura_rugiada,,Membrane Captura Rugiada,T1,0,coverage_q4_2025,pianificatore;tattiche_di_branco,pianura_salina_iperarida
legacy_index,membrane_eliofiltranti,,Membrane Eliofiltranti,T2,1,controllo_psionico,piume_solari_fotovoltaiche;polmoni_cristallini_alta_quota,laghi_alcalini
legacy_index,membrane_planata_vectored,,Membrane Planata Vectored,T1,0,coverage_q4_2025,mucillagine_simbionte_mangrovie;nodi_micorrizici_oracolari,canopia_ionica
legacy_index,membrane_pneumatofori,,Membrane Pneumatofori,T1,0,coverage_q4_2025,scheletro_idro_regolante;struttura_elastica_amorfa,mangrovieto_cinetico
legacy_index,midollo_antivibrazione,,Midollo Antivibrazione,T1,0,coverage_q4_2025,focus_frazionato;sinapsi_coraline_polifoniche,caverna_risonante
legacy_index,mimetismo_cromatico_passivo,,Ghiandole di Mimetismo Cromatico Passivo,T1,1,controllo_psionico,ali_membrana_sonica;appendici_risonanti_marea;artigli_sette_vie;barriere_miasma_glaciale;branchie_microfiltri;capsule_paracadute;circolazione_bifasica;coda_coppia_retroattiva;cute_resistente_sali;enzimi_antipredatori_algali;filtri_planctonici;ghiandole_fango_coesivo;giunti_antitorsione;lingua_cristallina;mucose_barofile;struttura_elastica_amorfa,canopia_psionica_leggera;falde_magnetiche_psioniche
legacy_index,mucillagine_simbionte_mangrovie,,Mucillagine Simbionte delle Mangrovie,T1,1,controllo_psionico,antenne_reagenti;artigli_scivolo_silente;biofilm_iperarido;branchie_osmotiche_salmastra;camere_nutrienti_vent;cartilagini_flessoacustiche;circolazione_bifasica_palude;ciste_salmastre;coralli_partner;denti_silice_termici;epitelio_fosforescente;ghiandole_cambio_salino;ghiandole_nebbia_acida;lamelle_sincroniche;membrane_planata_vectored;nodi_micorrizici_oracolari,mangrovie_risonanti
legacy_index,mucose_aderenza_sonica,,Mucose Aderenza Sonica,T1,0,coverage_q4_2025,coda_frusta_cinetica;zampe_a_molla,caverna_risonante
legacy_index,mucose_barofile,,Mucose Barofile,T1,0,coverage_q4_2025,carapace_fase_variabile;mimetismo_cromatico_passivo,abisso_vulcanico
legacy_index,nodi_micorrizici_oracolari,,Nodi Micorrizici Oracolari,T3,1,controllo_psionico,antenne_reagenti;artigli_scivolo_silente;biofilm_iperarido;bulbi_radici_permafrost;camere_nutrienti_vent;cartilagini_flessoacustiche;chioma_parassita_canopica;ciste_salmastre;coralli_partner;denti_silice_termici;epitelio_fosforescente;ghiandole_cambio_salino;ghiandole_nebbia_acida;lamelle_sincroniche;membrane_planata_vectored;mucillagine_simbionte_mangrovie,reti_micorriziche
legacy_index,nucleo_ovomotore_rotante,,"Uovo rotaia, uovo grande e uova piccole dentro...",T1,1,controllo_psionico,,caverna_risonante
legacy_index,occhi_infrarosso_composti,,Occhi Composti ad Infrarosso,T1,1,controllo_psionico,sonno_emisferico_alternato,caverna_risonante
legacy_index,olfatto_risonanza_magnetica,,Olfatto di Risonanza Magnetica,T2,1,controllo_psionico,eco_interno_riflesso;lingua_tattile_trama,falde_magnetiche_psioniche;orbita_psionica_inversa
legacy_index,pathfinder,,Pathfinder,T1,1,controllo_psionico,,
legacy_index,pianificatore,,Pianificatore,T1,1,controllo_psionico,antenne_microonde_cavernose;artigli_radice;biofilm_glow;camere_mirage;cartilagini_desertiche;ciste_riduttive;colonne_vibromagnetiche;denti_ossidoferro;epidermide_dielettrica;ghiaccio_piezoelettrico;ghiandole_minerali;lamelle_shear;membrane_captura_rugiada,
legacy_index,piume_solari_fotovoltaiche,,Piume Solari Fotovoltaiche,T2,1,controllo_psionico,membrane_eliofiltranti;sacche_spore_stratosferiche,altipiani_solari
legacy_index,polmoni_cristallini_alta_quota,,Polmoni Cristallini d'Alta Quota,T2,1,controllo_psionico,membrane_eliofiltranti,picchi_cristallini
legacy_index,random,,Trait Random,T1,1,controllo_psionico,,
legacy_index,respiro_a_scoppio,,Respiro a scoppio,T1,1,controllo_psionico,sacche_galleggianti_ascensoriali;squame_rifrangenti_deserto,caverna_risonante
legacy_index,risonanza_di_branco,,Risonanza di Branco,T1,1,controllo_psionico,antenne_eco_turbina;antenne_plasmatiche_tempesta;artigli_acidofagi;aura_scudo_radianza;batteri_termofili_endosimbiosi;branchie_turbina;carapace_luminiscente_abissale;carapaci_ferruginosi;cavita_risonanti_tundra;circolazione_doppia;coda_stabilizzatrice_geiser;cuticole_neutralizzanti;enzimi_chelatori_rapidi;foliage_fotocatodico;ghiandole_inchiostro_luce;gusci_criovetro;luminescenza_hydrotermica,
legacy_index,sacche_galleggianti_ascensoriali,,Sacche galleggianti ascensoriali,T1,1,controllo_psionico,cartilagine_flessotermica_venti;respiro_a_scoppio;scheletro_idro_regolante;struttura_elastica_amorfa,canopia_psionica_leggera;orbita_psionica_inversa
legacy_index,sacche_spore_stratosferiche,,Sacche di Spore Stratosferiche,T3,1,controllo_psionico,piume_solari_fotovoltaiche,stratosfera_portante
legacy_index,sangue_piroforico,,Sangue che prende fuoco a contatto con l'ossigeno,T1,1,controllo_psionico,antenne_flusso_mareale;artigli_induzione;biochip_memoria;camere_anticorrosione;cartilagini_biofibre;circolazione_supercritica;coda_stabilizzatrice_vortex;denti_chelatanti;enzimi_metanoossidanti;foliaggio_spugna;ghiandole_iodoattive;gusci_magnesio;lamelle_termoforetiche;mantelli_geotermici,caverna_risonante
legacy_index,scheletro_idro_regolante,,Scheletro Idro-Regolante,T1,1,controllo_psionico,antenne_tesla;artigli_vetrificati;branchie_dual_mode;branchie_osmotiche_salmastra;capillari_criogenici;cartilagini_pseudometalliche;cisti_iperbariche;cromofori_alert_acido;denti_tuning_fork;filamenti_magnetotrofi;ghiandole_condensa_ozono;ghiandole_nebbia_ionica;lamine_filtranti_aeree;membrane_pneumatofori;sacche_galleggianti_ascensoriali;struttura_elastica_amorfa,caverna_risonante
legacy_index,secrezione_rallentante_palmi,,Mani secernano liquido rallentante,T1,1,controllo_psionico,,caverna_risonante
legacy_index,sensori_geomagnetici,,Sensori Geomagnetici,T1,1,controllo_psionico,carapace_fase_variabile;eco_interno_riflesso,pianure_magnetiche
legacy_index,sinapsi_coraline_polifoniche,,Sinapsi Coraline Polifoniche,T2,1,controllo_psionico,ali_fulminee;antenne_plasmatiche_tempesta;antenne_waveguide;baffi_mareomotori;branchie_eoliche;capillari_fluoridici;carapace_luminiscente_abissale;cervelletto_equilibrio_statico;coda_balanciere;cuore_multicamera_bassa_pressione;echi_risonanti;filamenti_superconduttivi;ghiandole_eco_mappanti;ghiandole_resina_conduttiva;lamine_scudo_silice;midollo_antivibrazione,barriere_coralline_psioniche
legacy_index,sonno_emisferico_alternato,,Dormire con solo metà cervello alla volta,T1,1,controllo_psionico,artigli_sghiaccio_glaciale;occhi_infrarosso_composti,caverna_risonante
legacy_index,spore_psichiche_silenziate,,Spora Psichica Silenziosa,T1,1,controllo_psionico,,caverna_risonante
legacy_index,squame_rifrangenti_deserto,,Squame Rifrangenti del Deserto,T2,1,controllo_psionico,respiro_a_scoppio,dune_cristalline
legacy_index,struttura_elastica_amorfa,,"Struttura elastica, allungabile, amorfa, retrattile",T1,1,controllo_psionico,antenne_tesla;artigli_sette_vie;artigli_vetrificati;branchie_dual_mode;capillari_criogenici;cartilagini_pseudometalliche;cisti_iperbariche;cromofori_alert_acido;denti_tuning_fork;filamenti_magnetotrofi;ghiandole_condensa_ozono;ghiandole_nebbia_ionica;lamine_filtranti_aeree;membrane_pneumatofori;mimetismo_cromatico_passivo;sacche_galleggianti_ascensoriali;scheletro_idro_regolante,canopia_psionica_leggera;falde_magnetiche_psioniche
legacy_index,tattiche_di_branco,,Tattiche di Branco,T1,1,controllo_psionico,antenne_microonde_cavernose;artigli_radice;artigli_sette_vie;biofilm_glow;camere_mirage;cartilagini_desertiche;ciste_riduttive;colonne_vibromagnetiche;denti_ossidoferro;epidermide_dielettrica;ghiaccio_piezoelettrico;ghiandole_minerali;lamelle_shear;membrane_captura_rugiada,
legacy_index,vello_condensatore_nebbie,,Vello Condensatore di Nebbie,T1,1,controllo_psionico,bulbi_radici_permafrost,foreste_nubose
legacy_index,ventriglio_gastroliti,,"Denti sonci (ciottoli/sassi), ti nutri di tutto",T1,1,controllo_psionico,antenne_dustsense;appendici_thermotattiche;batteri_endosimbionti_chemio;branchie_solfatiche;carapace_segmenti_logici;circolazione_cooling_loop;coda_stabilizzatrice_filo;cuticole_cerose;enzimi_chelanti;filamenti_digestivi_compattanti;flagelli_ancoranti;ghiandole_grafene;grassi_termici;luminescenza_aurorale,caverna_risonante
legacy_index,zampe_a_molla,,Zampe a Molla,T1,1,controllo_psionico,ali_ioniche;antenne_wideband;artigli_sghiaccio_glaciale;barbigli_sensori_plasma;branchie_metalloidi;capillari_fotovoltaici;chemiorecettori_bromuro;coda_contrappeso;cuscinetti_elettrostatici;enzimi_antifase_termica;filamenti_termoconduzione;ghiandole_fango_calde;ghiandole_ventosa;linfa_tampone;mucose_aderenza_sonica,
legacy_index,zoccoli_risonanti_steppe,,Zoccoli Risonanti delle Steppe,T1,1,controllo_psionico,cartilagine_flessotermica_venti,steppe_risonanti
