trait_id,label_it,label_en,biome,morphotype,rules_count,species_count
ghiandole_grafene,Ghiandole Grafene,Ghiandole Grafene,steppe_algoritmiche,,1,1
ghiandole_grafene,Ghiandole Grafene,Ghiandole Grafene,steppe_algoritmiche,cursoriale_quadrupede,0,1
ghiandole_inchiostro_luce,Ghiandole Inchiostro Luce,Ghiandole Inchiostro Luce,reef_luminescente,,1,1
ghiandole_inchiostro_luce,Ghiandole Inchiostro Luce,Ghiandole Inchiostro Luce,reef_luminescente,cursoriale_quadrupede,0,1
ghiandole_iodoattive,Ghiandole Iodoattive,Ghiandole Iodoattive,pianura_salina_iperarida,,1,1
ghiandole_iodoattive,Ghiandole Iodoattive,Ghiandole Iodoattive,pianura_salina_iperarida,cursoriale_quadrupede,0,1
ghiandole_minerali,Ghiandole Minerali,Ghiandole Minerali,dorsale_termale_tropicale,,1,1
ghiandole_minerali,Ghiandole Minerali,Ghiandole Minerali,dorsale_termale_tropicale,cursoriale_quadrupede,0,1
ghiandole_nebbia_acida,Ghiandole Nebbia Acida,Ghiandole Nebbia Acida,foresta_acida,,1,1
ghiandole_nebbia_acida,Ghiandole Nebbia Acida,Ghiandole Nebbia Acida,foresta_acida,cursoriale_quadrupede,0,1
ghiandole_nebbia_ionica,Ghiandole Nebbia Ionica,Ghiandole Nebbia Ionica,canopia_ionica,,1,1
ghiandole_nebbia_ionica,Ghiandole Nebbia Ionica,Ghiandole Nebbia Ionica,canopia_ionica,cursoriale_quadrupede,0,1
ghiandole_resina_conduttiva,Ghiandole Resina Conduttiva,Ghiandole Resina Conduttiva,canopia_ionica,,1,1
ghiandole_resina_conduttiva,Ghiandole Resina Conduttiva,Ghiandole Resina Conduttiva,canopia_ionica,cursoriale_quadrupede,0,1
ghiandole_ventosa,Ghiandole Ventosa,Ghiandole Ventosa,caldera_glaciale,,1,1
ghiandole_ventosa,Ghiandole Ventosa,Ghiandole Ventosa,caldera_glaciale,cursoriale_quadrupede,0,1
giunti_antitorsione,Giunti Antitorsione,Giunti Antitorsione,mangrovieto_cinetico,,1,1
giunti_antitorsione,Giunti Antitorsione,Giunti Antitorsione,mangrovieto_cinetico,cursoriale_quadrupede,0,1
grassi_termici,Grassi Termici,Grassi Termici,,,1,1
grassi_termici,Grassi Termici,Grassi Termici,,cursoriale_quadrupede,0,1
grassi_termici,Grassi Termici,Grassi Termici,abisso_vulcanico,cursoriale_quadrupede,0,1
grassi_termici,Grassi Termici,Grassi Termici,abisso_vulcanico,ingegnere_radicante,0,1
grassi_termici,Grassi Termici,Grassi Termici,abisso_vulcanico,scavenger_corazzato,0,1
grassi_termici,Grassi Termici,Grassi Termici,abisso_vulcanico,volatore_planatore,0,2
grassi_termici,Grassi Termici,Grassi Termici,mezzanotte_orbitale,volatore_planatore,0,1
gusci_criovetro,Gusci Criovetro,Gusci Criovetro,caldera_glaciale,,1,1
gusci_criovetro,Gusci Criovetro,Gusci Criovetro,caldera_glaciale,cursoriale_quadrupede,0,1
gusci_magnesio,Gusci Magnesio,Gusci Magnesio,dorsale_termale_tropicale,,1,1
gusci_magnesio,Gusci Magnesio,Gusci Magnesio,dorsale_termale_tropicale,cursoriale_quadrupede,0,1
lamelle_shear,Lamelle Shear,Lamelle Shear,stratosfera_tempestosa,,1,1
lamelle_shear,Lamelle Shear,Lamelle Shear,stratosfera_tempestosa,cursoriale_quadrupede,0,1
lamelle_sincroniche,Lamelle Sincroniche,Lamelle Sincroniche,steppe_algoritmiche,,1,1
lamelle_sincroniche,Lamelle Sincroniche,Lamelle Sincroniche,steppe_algoritmiche,cursoriale_quadrupede,0,1
lamelle_termoforetiche,Lamelle Termoforetiche,Thermophoretic Lamellae,rovine_planari,cursoriale_quadrupede,0,1
lamelle_termoforetiche,Lamelle Termoforetiche,Thermophoretic Lamellae,sorgenti_geotermiche,cursoriale_quadrupede,0,1
lamine_filtranti_aeree,Lamine Filtranti Aeree,Lamine Filtranti Aeree,mangrovieto_cinetico,,1,1
lamine_filtranti_aeree,Lamine Filtranti Aeree,Lamine Filtranti Aeree,mangrovieto_cinetico,cursoriale_quadrupede,0,1
lamine_scudo_silice,Lamine Scudo Silice,Lamine Scudo Silice,dorsale_termale_tropicale,,1,1
lamine_scudo_silice,Lamine Scudo Silice,Lamine Scudo Silice,dorsale_termale_tropicale,cursoriale_quadrupede,0,1
linfa_tampone,Linfa Tampone,Linfa Tampone,foresta_acida,,1,1
linfa_tampone,Linfa Tampone,Linfa Tampone,foresta_acida,cursoriale_quadrupede,0,1
lingua_cristallina,Lingua Cristallina,Lingua Cristallina,pianura_salina_iperarida,,1,1
lingua_cristallina,Lingua Cristallina,Lingua Cristallina,pianura_salina_iperarida,cursoriale_quadrupede,0,1
lingua_tattile_trama,Lingua Tattile Trama-Sensibile,Texture-Sensing Tongue,caverna_risonante,cursoriale_quadrupede,0,1
lingua_tattile_trama,Lingua Tattile Trama-Sensibile,Texture-Sensing Tongue,foresta_miceliale,,1,1
luminescenza_aurorale,Luminescenza Aurorale,Luminescenza Aurorale,caldera_glaciale,,1,1
luminescenza_aurorale,Luminescenza Aurorale,Luminescenza Aurorale,caldera_glaciale,cursoriale_quadrupede,0,1
luminescenza_hydrotermica,Luminescenza Hydrotermica,Luminescenza Hydrotermica,abisso_vulcanico,,1,1
luminescenza_hydrotermica,Luminescenza Hydrotermica,Luminescenza Hydrotermica,abisso_vulcanico,cursoriale_quadrupede,0,1
mantelli_geotermici,Mantelli Geotermici,Mantelli Geotermici,caldera_glaciale,,1,1
mantelli_geotermici,Mantelli Geotermici,Mantelli Geotermici,caldera_glaciale,cursoriale_quadrupede,0,1
mantello_meteoritico,Mantello Meteoritico,Meteoric Mantle,rovine_planari,cursoriale_quadrupede,0,1
membrane_captura_rugiada,Membrane Captura Rugiada,Membrane Captura Rugiada,pianura_salina_iperarida,,1,1
membrane_captura_rugiada,Membrane Captura Rugiada,Membrane Captura Rugiada,pianura_salina_iperarida,cursoriale_quadrupede,0,1
membrane_eliofiltranti,Membrane Eliofiltranti,Membrane Eliofiltranti,laghi_alcalini,cursoriale_quadrupede,0,1
membrane_planata_vectored,Membrane Planata Vectored,Membrane Planata Vectored,canopia_ionica,,1,1
membrane_planata_vectored,Membrane Planata Vectored,Membrane Planata Vectored,canopia_ionica,cursoriale_quadrupede,0,1
membrane_pneumatofori,Membrane Pneumatofori,Membrane Pneumatofori,mangrovieto_cinetico,,1,1
membrane_pneumatofori,Membrane Pneumatofori,Membrane Pneumatofori,mangrovieto_cinetico,cursoriale_quadrupede,0,1
midollo_antivibrazione,Midollo Antivibrazione,Midollo Antivibrazione,caverna_risonante,,1,1
midollo_antivibrazione,Midollo Antivibrazione,Midollo Antivibrazione,caverna_risonante,cursoriale_quadrupede,0,1
mimetismo_cromatico_passivo,Ghiandole di Mimetismo Cromatico Passivo,Passive Chromatic Mimicry,canopia_psionica_leggera,,1,2
mimetismo_cromatico_passivo,Ghiandole di Mimetismo Cromatico Passivo,Passive Chromatic Mimicry,canopia_psionica_leggera,cursoriale_quadrupede,0,1
mimetismo_cromatico_passivo,Ghiandole di Mimetismo Cromatico Passivo,Passive Chromatic Mimicry,canopia_psionica_leggera,volatore_planatore,0,1
mimetismo_cromatico_passivo,Ghiandole di Mimetismo Cromatico Passivo,Passive Chromatic Mimicry,dorsale_termale_tropicale,ingegnere_radicante,1,1
mimetismo_cromatico_passivo,Ghiandole di Mimetismo Cromatico Passivo,Passive Chromatic Mimicry,falde_magnetiche_psioniche,cursoriale_quadrupede,0,1
mimetismo_cromatico_passivo,Ghiandole di Mimetismo Cromatico Passivo,Passive Chromatic Mimicry,mezzanotte_orbitale,volatore_planatore,1,2
mucillagine_simbionte_mangrovie,Mucillagine Simbionte delle Mangrovie,Mucillagine Simbionte delle Mangrovie,mangrovie_risonanti,cursoriale_quadrupede,0,1
mucose_aderenza_sonica,Mucose Aderenza Sonica,Mucose Aderenza Sonica,caverna_risonante,,1,1
mucose_aderenza_sonica,Mucose Aderenza Sonica,Mucose Aderenza Sonica,caverna_risonante,cursoriale_quadrupede,0,1
mucose_barofile,Mucose Barofile,Mucose Barofile,abisso_vulcanico,,1,1
mucose_barofile,Mucose Barofile,Mucose Barofile,abisso_vulcanico,cursoriale_quadrupede,0,1
nodi_micorrizici_oracolari,Nodi Micorrizici Oracolari,Nodi Micorrizici Oracolari,reti_micorriziche,cursoriale_quadrupede,0,1
nucleo_ovomotore_rotante,"Uovo rotaia, uovo grande e uova piccole dentro...",Rotating Ovomotor Core,caverna_risonante,cursoriale_quadrupede,0,1
nucleo_ovomotore_rotante,"Uovo rotaia, uovo grande e uova piccole dentro...",Rotating Ovomotor Core,dorsale_termale_tropicale,cursoriale_quadrupede,1,1
nucleo_ovomotore_rotante,"Uovo rotaia, uovo grande e uova piccole dentro...",Rotating Ovomotor Core,falde_magnetiche_psioniche,,1,1
nucleo_ovomotore_rotante,"Uovo rotaia, uovo grande e uova piccole dentro...",Rotating Ovomotor Core,falde_magnetiche_psioniche,scavenger_corazzato,0,1
nucleo_ovomotore_rotante,"Uovo rotaia, uovo grande e uova piccole dentro...",Rotating Ovomotor Core,orbita_psionica_inversa,,1,1
nucleo_ovomotore_rotante,"Uovo rotaia, uovo grande e uova piccole dentro...",Rotating Ovomotor Core,orbita_psionica_inversa,volatore_planatore,0,1
occhi_infrarosso_composti,Occhi Composti ad Infrarosso,Infrared Compound Eyes,caverna_risonante,cursoriale_quadrupede,0,1
occhi_infrarosso_composti,Occhi Composti ad Infrarosso,Infrared Compound Eyes,dorsale_termale_tropicale,volatore_planatore,1,1
olfatto_risonanza_magnetica,Olfatto di Risonanza Magnetica,Magnetic Resonance Scent,dorsale_termale_tropicale,cursoriale_quadrupede,1,1
olfatto_risonanza_magnetica,Olfatto di Risonanza Magnetica,Magnetic Resonance Scent,falde_magnetiche_psioniche,,1,2
olfatto_risonanza_magnetica,Olfatto di Risonanza Magnetica,Magnetic Resonance Scent,falde_magnetiche_psioniche,cursoriale_quadrupede,0,1
olfatto_risonanza_magnetica,Olfatto di Risonanza Magnetica,Magnetic Resonance Scent,falde_magnetiche_psioniche,scavenger_corazzato,0,1
olfatto_risonanza_magnetica,Olfatto di Risonanza Magnetica,Magnetic Resonance Scent,mezzanotte_orbitale,cursoriale_quadrupede,1,1
olfatto_risonanza_magnetica,Olfatto di Risonanza Magnetica,Magnetic Resonance Scent,orbita_psionica_inversa,,1,2
olfatto_risonanza_magnetica,Olfatto di Risonanza Magnetica,Magnetic Resonance Scent,orbita_psionica_inversa,cursoriale_quadrupede,0,1
olfatto_risonanza_magnetica,Olfatto di Risonanza Magnetica,Magnetic Resonance Scent,orbita_psionica_inversa,volatore_planatore,0,1
pathfinder,Pathfinder,Pathfinder,foresta_miceliale,,1,1
pianificatore,Pianificatore,Strategic Planner,foresta_miceliale,,1,1
piume_solari_fotovoltaiche,Piume Solari Fotovoltaiche,Piume Solari Fotovoltaiche,altipiani_solari,cursoriale_quadrupede,0,1
polmoni_cristallini_alta_quota,Polmoni Cristallini d'Alta Quota,Polmoni Cristallini d'Alta Quota,picchi_cristallini,cursoriale_quadrupede,0,1
random,Trait Random,Trait Random,foresta_miceliale,,0,1
respiro_a_scoppio,Respiro a scoppio,Burst Breath Propulsion,caverna_risonante,cursoriale_quadrupede,0,1
respiro_a_scoppio,Respiro a scoppio,Burst Breath Propulsion,dorsale_termale_tropicale,scavenger_corazzato,1,1
respiro_a_scoppio,Respiro a scoppio,Burst Breath Propulsion,mezzanotte_orbitale,cursoriale_quadrupede,1,1
risonanza_di_branco,Risonanza di Branco,Pack Resonance,foresta_miceliale,,1,1
risonanza_di_branco,Risonanza di Branco,Pack Resonance,rovine_planari,volatore_planatore,0,1
sacche_galleggianti_ascensoriali,Sacche galleggianti ascensoriali,Elevating Buoyancy Sacs,canopia_psionica_leggera,,1,2
sacche_galleggianti_ascensoriali,Sacche galleggianti ascensoriali,Elevating Buoyancy Sacs,canopia_psionica_leggera,cursoriale_quadrupede,0,1
sacche_galleggianti_ascensoriali,Sacche galleggianti ascensoriali,Elevating Buoyancy Sacs,canopia_psionica_leggera,volatore_planatore,0,1
sacche_galleggianti_ascensoriali,Sacche galleggianti ascensoriali,Elevating Buoyancy Sacs,dorsale_termale_tropicale,cursoriale_quadrupede,1,1
sacche_galleggianti_ascensoriali,Sacche galleggianti ascensoriali,Elevating Buoyancy Sacs,mezzanotte_orbitale,volatore_planatore,1,2
sacche_galleggianti_ascensoriali,Sacche galleggianti ascensoriali,Elevating Buoyancy Sacs,orbita_psionica_inversa,,1,2
sacche_galleggianti_ascensoriali,Sacche galleggianti ascensoriali,Elevating Buoyancy Sacs,orbita_psionica_inversa,cursoriale_quadrupede,0,1
sacche_galleggianti_ascensoriali,Sacche galleggianti ascensoriali,Elevating Buoyancy Sacs,orbita_psionica_inversa,volatore_planatore,0,1
sacche_spore_stratosferiche,Sacche di Spore Stratosferiche,Sacche di Spore Stratosferiche,stratosfera_portante,cursoriale_quadrupede,0,1
sangue_piroforico,Sangue che prende fuoco a contatto con l'ossigeno,Pyrophoric Blood,caverna_risonante,cursoriale_quadrupede,0,1
sangue_piroforico,Sangue che prende fuoco a contatto con l'ossigeno,Pyrophoric Blood,dorsale_termale_tropicale,ingegnere_radicante,1,1
sangue_piroforico,Sangue che prende fuoco a contatto con l'ossigeno,Pyrophoric Blood,mezzanotte_orbitale,scavenger_corazzato,1,1
scheletro_idro_regolante,Scheletro Idro-Regolante,Hydro-Regulating Skeleton,caverna_risonante,cursoriale_quadrupede,0,1
scheletro_idro_regolante,Scheletro Idro-Regolante,Hydro-Regulating Skeleton,dorsale_termale_tropicale,cursoriale_quadrupede,1,3
scheletro_idro_regolante,Scheletro Idro-Regolante,Hydro-Regulating Skeleton,dorsale_termale_tropicale,scavenger_corazzato,1,1
scheletro_idro_regolante,Scheletro Idro-Regolante,Hydro-Regulating Skeleton,mezzanotte_orbitale,cursoriale_quadrupede,1,1
scheletro_idro_regolante,Scheletro Idro-Regolante,Hydro-Regulating Skeleton,rovine_planari,cursoriale_quadrupede,0,1
secrezione_rallentante_palmi,Mani secernano liquido rallentante,Retarding Palm Secretions,caverna_risonante,cursoriale_quadrupede,0,1
secrezione_rallentante_palmi,Mani secernano liquido rallentante,Retarding Palm Secretions,dorsale_termale_tropicale,ingegnere_radicante,1,1
sensori_geomagnetici,Sensori a Risonanza Geomagnetica,Geomagnetic Resonance Sensors,pianure_magnetiche,cursoriale_quadrupede,0,1
sensori_geomagnetici,Sensori a Risonanza Geomagnetica,Geomagnetic Resonance Sensors,rovine_planari,cursoriale_quadrupede,0,2
sensori_geomagnetici,Sensori a Risonanza Geomagnetica,Geomagnetic Resonance Sensors,rovine_planari,volatore_planatore,0,1
sinapsi_coraline_polifoniche,Sinapsi Coraline Polifoniche,Sinapsi Coraline Polifoniche,barriere_coralline_psioniche,cursoriale_quadrupede,0,1
sonno_emisferico_alternato,Dormire con solo metà cervello alla volta,Unihemispheric Sleep,caverna_risonante,cursoriale_quadrupede,0,1
sonno_emisferico_alternato,Dormire con solo metà cervello alla volta,Unihemispheric Sleep,dorsale_termale_tropicale,volatore_planatore,1,1
sonno_emisferico_alternato,Dormire con solo metà cervello alla volta,Unihemispheric Sleep,mezzanotte_orbitale,volatore_planatore,1,1
spore_psichiche_silenziate,Spora Psichica Silenziosa,Silent Psychic Spores,caverna_risonante,cursoriale_quadrupede,0,1
spore_psichiche_silenziate,Spora Psichica Silenziosa,Silent Psychic Spores,dorsale_termale_tropicale,scavenger_corazzato,1,1
spore_psichiche_silenziate,Spora Psichica Silenziosa,Silent Psychic Spores,foresta_miceliale,,1,1
spore_psichiche_silenziate,Spora Psichica Silenziosa,Silent Psychic Spores,mezzanotte_orbitale,scavenger_corazzato,1,1
squame_rifrangenti_deserto,Squame Rifrangenti del Deserto,Squame Rifrangenti del Deserto,dune_cristalline,cursoriale_quadrupede,0,1
struttura_elastica_amorfa,"Struttura elastica, allungabile, amorfa, retrattile",Elastic Amorphous Frame,canopia_psionica_leggera,,1,2
struttura_elastica_amorfa,"Struttura elastica, allungabile, amorfa, retrattile",Elastic Amorphous Frame,canopia_psionica_leggera,cursoriale_quadrupede,0,1
struttura_elastica_amorfa,"Struttura elastica, allungabile, amorfa, retrattile",Elastic Amorphous Frame,canopia_psionica_leggera,volatore_planatore,0,1
struttura_elastica_amorfa,"Struttura elastica, allungabile, amorfa, retrattile",Elastic Amorphous Frame,dorsale_termale_tropicale,cursoriale_quadrupede,1,2
struttura_elastica_amorfa,"Struttura elastica, allungabile, amorfa, retrattile",Elastic Amorphous Frame,falde_magnetiche_psioniche,,1,2
struttura_elastica_amorfa,"Struttura elastica, allungabile, amorfa, retrattile",Elastic Amorphous Frame,falde_magnetiche_psioniche,cursoriale_quadrupede,0,1
struttura_elastica_amorfa,"Struttura elastica, allungabile, amorfa, retrattile",Elastic Amorphous Frame,falde_magnetiche_psioniche,scavenger_corazzato,0,1
struttura_elastica_amorfa,"Struttura elastica, allungabile, amorfa, retrattile",Elastic Amorphous Frame,foresta_miceliale,,1,2
struttura_elastica_amorfa,"Struttura elastica, allungabile, amorfa, retrattile",Elastic Amorphous Frame,foresta_miceliale,scavenger_corazzato,0,2
tattiche_di_branco,Tattiche di Branco,Pack Tactics,foresta_miceliale,,1,1
vello_condensatore_nebbie,Vello Condensatore di Nebbie,Vello Condensatore di Nebbie,foreste_nubose,cursoriale_quadrupede,0,1
ventriglio_gastroliti,"Denti sonci (ciottoli/sassi), ti nutri di tutto",Gastrolith Grinding Gizzard,caverna_risonante,cursoriale_quadrupede,0,1
ventriglio_gastroliti,"Denti sonci (ciottoli/sassi), ti nutri di tutto",Gastrolith Grinding Gizzard,dorsale_termale_tropicale,scavenger_corazzato,1,1
ventriglio_gastroliti,"Denti sonci (ciottoli/sassi), ti nutri di tutto",Gastrolith Grinding Gizzard,mezzanotte_orbitale,cursoriale_quadrupede,1,1
zampe_a_molla,Zampe a Molla,Spring-Loaded Limbs,dorsale_termale_tropicale,cursoriale_quadrupede,0,1
zoccoli_risonanti_steppe,Zoccoli Risonanti delle Steppe,Zoccoli Risonanti delle Steppe,steppe_risonanti,cursoriale_quadrupede,0,1
